Nombre del Sujeto Obligado:,Alcaldía Xochimilco
38565237,"12/01/21","12/01/21","2020","01/10/2020","31/12/2020","Obra pública",38565237,38565237,"XO-DGODU-L-OP-LP-039-20","27/10/2020","LOCAL","3430102.29","3978918.66","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","MEGAOBRAS CONSTRUCCION Y SUPERVISION, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/SUBCOMITEDICIEMBRE","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","31/12/2020","31/12/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
29600358,"26/12/19","26/12/19","2019","01/07/2019","30/09/2019","OBRA",29600358,29600358,"XO-DGODU-L-OP-IR-024-19","26/08/2019","FISCAL","1241196.09","1439787.46","0","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO DE LA ALCALDÍA XOCHIMILCO","UNIDAD DEPARTAMENTAL DE MANTENIMIENTO A EDIFICIOS PÚBLICOS","DAMIRKO ARQUITECTOS, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/3er/Art_143/VIGILANCIA.pdf","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/3er/Art_143/impactoambiental.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","23/12/2019","23/12/2019","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
32803711,"05/05/20","05/05/20","2020","01/01/2020","31/03/2020","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE",32803711,32803711,"0","31/03/2020","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE","0","0","0","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/1er/Art_121/Frac_XLIII/NOINFO","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/1er/Art_121/Frac_XLIII/IMPACTOAMBIENTAL","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","31/03/2020","31/03/2020","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE"
38565235,"12/01/21","12/01/21","2020","01/10/2020","31/12/2020","Obra pública",38565235,38565235,"XO-DGODU-L-OP-IR-035-20","28/10/2020","LOCAL","603448.26","699999.98","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","MULTIDIVINORT EXPORTACIONES Y CONSTRUCCIONES, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/SUBCOMITEDICIEMBRE","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","31/12/2020","31/12/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
29600353,"26/12/19","26/12/19","2019","01/04/2019","30/06/2019","PROYECTO",29600353,29600353,"XO-DGODU-L-OP-IR-014-19","03/06/2019","FISCAL","861966.68","999881.34","0","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO DE LA ALCALDÍA XOCHIMILCO","UNIDAD DEPARTAMENTAL DE PROYECTOS DE LA ALCALDÍA XOCHIMILCO","ESTUDIO DE ARQUITECTURA MIRSHA, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/2do/Art_143/NOINFO.pdf","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/2do/Art_143/NOINFO.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","04/12/2019","04/12/2019","NO SE GENERÓ INFORMACION PARA LA COLUMNA DE NOTA"
35390418,"29/07/20","29/07/20","2020","01/04/2020","30/06/2020","OBRA PUBLICA",35390418,35390418,"XO-DGODU-L-OP-IR-019-20","26/05/2020","LOCAL","3009180.13","3490648.95","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE AGUA POTABLE Y DRENAJE","NINAS CONSTRUCCIONES, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/SUBCOMITEJUNIO","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","30/06/2020","30/06/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
29600352,"26/12/19","26/12/19","2019","01/01/2019","31/03/2019","NO SE GENERO INFORMACION",29600352,29600352,"0","01/01/2019","NO SE GENERO INFORMACION","0","0","0","NO SE GENERO INFORMACION","NO SE GENERO INFORMACION","NO SE GENERO INFORMACION","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/1er/Art_143/NOINFORMACION.pdf","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/1er/Art_143/NOINFORMACION.pdf","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","04/12/2019","04/12/2019","NO SE GENERO INFORMACION ESTE TRIMESTRE"
35390414,"29/07/20","29/07/20","2020","01/04/2020","30/06/2020","OBRA PUBLICA",35390414,35390414,"XO-DGODU-L-OP-IR-015-20","06/05/2020","LOCAL","1273429.69","1477178.44","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","DALO INGENIERIA S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/SUBCOMITEJUNIO","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","30/06/2020","30/06/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
35390416,"29/07/20","29/07/20","2020","01/04/2020","30/06/2020","OBRA PUBLICA",35390416,35390416,"XO-DGODU-L-OP-IR-017-20","26/05/2020","LOCAL","859083.19","996536.5","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","RUYIRO CONSTRUCTORA, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/SUBCOMITEJUNIO","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","30/06/2020","30/06/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
35390419,"29/07/20","29/07/20","2020","01/04/2020","30/06/2020","OBRA PUBLICA",35390419,35390419,"XO-DGODU-L-OP-IR-020-20","26/05/2020","LOCAL","1284882.54","1490463.74","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","RUYIRO CONSTRUCTORA, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/SUBCOMITEJUNIO","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","30/06/2020","30/06/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
38565241,"12/01/21","12/01/21","2020","01/10/2020","31/12/2020","Obra pública",38565241,38565241,"XO-DGODU-L-OP-LP-043-20","28/10/2020","LOCAL","12063271.47","13993394.91","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","PÉREZ Y RAMÍREZ CONSTRUCCIONES Y SERVICIOS, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/SUBCOMITEDICIEMBRE","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","31/12/2020","31/12/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
38565242,"12/01/21","12/01/21","2020","01/10/2020","31/12/2020","Obra pública",38565242,38565242,"XO-DGODU-L-OP-LP-044-20","28/10/2020","LOCAL","3437100.11","3987036.13","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","ADMINISTRACION Y CONTROL DE PROYECTOS DE INFRAESTRUCTURA, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/SUBCOMITEDICIEMBRE","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","31/12/2020","31/12/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
38565239,"12/01/21","12/01/21","2020","01/10/2020","31/12/2020","Obra pública",38565239,38565239,"XO-DGODU-L-OP-LP-041-20","27/10/2020","LOCAL","9209924.99","10683512.99","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","GRUPO ADARTSE CONSTRUCCIONES Y EXPORTACIONES, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/SUBCOMITEDICIEMBRE","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/4to/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","31/12/2020","31/12/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
29600355,"26/12/19","26/12/19","2019","01/04/2019","30/06/2019","OBRA",29600355,29600355,"XO-DGODU-L-OP-IR-016-19","03/06/2019","FISCAL","1319110.71","1530168.42","0","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO DE LA ALCALDÍA XOCHIMILCO","UNIDAD DEPARTAMENTAL DE MANTENIMIENTO A EDIFICIOS PÚBLICOS Y UNIDAD DEPARTAMENTAL DE AGUA POTABLE Y DRENAJE DE LA ALCALDÍA XOCHIMILCO","DISEÑO, COMERCIALIZACIÓN Y ARQUITECTURA DICA, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/2do/Art_143/NOINFO.pdf","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/2do/Art_143/NOINFO.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","04/12/2019","04/12/2019","NO SE GENERÓ INFORMACION PARA LA COLUMNA DE NOTA"
29807880,"09/01/20","09/01/20","2019","01/10/2019","31/12/2019","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE",29807880,29807880,"0","31/12/2019","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE","0","0","0","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/4to/Art_143/NOINFO.pdf","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2019/4to/Art_143/impactoambiental.pdf","DIRECCION GENERAL DE OBRAS Y DESARROLLO URBANO","08/01/2020","08/01/2020","NO SE GENERO INFORMACION PARA ESTE TRIMESTRE"
35390417,"29/07/20","29/07/20","2020","01/04/2020","30/06/2020","OBRA PUBLICA",35390417,35390417,"XO-DGODU-L-OP-IR-018-20","26/05/2020","LOCAL","1810215.95","2099850.5","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","LA CARAMBADA 16, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/SUBCOMITEJUNIO","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/2do/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","30/06/2020","30/06/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"
36829385,"13/10/20","13/10/20","2020","01/07/2020","30/09/2020","OBRA PUBLICA",36829385,36829385,"XO-DGODU-L-OP-LP-033-20","03/08/2020","LOCAL","23600431.16","27376500.15","NO SE GENERÓ INFORMACIÓN EN EL TRIMESTRE","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","J.U.D. DE MANTENIMIENTO A EDIFICIOS PUBLICOS","LA CARAMBADA 16, S.A. DE C.V.","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/3er/Art_143/SUBCOMITESEPTIEMBRE.pdf","http://servicios.xochimilco.cdmx.gob.mx:8081/10/2020/3er/Art_143/IMPACTOAMBIENTAL","J.U.D. DE CONCURSOS, CONTRATOS Y ESTIMACIONES DE LA SUBDIRECCIÓN TÉCNICA DE LA D.G.O.D.U.","05/10/2020","05/10/2020","NO SE GENERO INFORMACION PARA LA COLUMNA DE NOTA"

